,Name,Value,Overall_rating,Statistical_rating,Short_name
27,Marc Muniesa Martínez,9000000.0,76,110.58,Marc Muniesa Martínez
28,Marcos Alonso Mendoza,17500000.0,81,128.09677419354838,Marcos Alonso Mendoza
29,Ignacio Monreal Eraso,10000000.0,80,142.39444444444442,Ignacio Monreal Eraso
30,Manuel Agudo Durán,12000000.0,79,47.8,Manuel Agudo Durán
31,Oriol Romeu Vidal,13000000.0,79,151.56571428571428,Oriol Romeu Vidal
32,Oscar dos Santos Emboaba,0.0,83,97.11111111111111,Oscar dos Santos Emboaba
33,Pedro Rodríguez Ledesma,30500000.0,84,107.5942857142857,Pedro Rodríguez Ledesma
34,Pedro López Galisteo,525000.0,63,107.5942857142857,Pedro López Galisteo
35,Pedro Mba Obiang Avomo,10000000.0,77,152.34545454545454,Pedro Mba Obiang Avomo
36,Roberto Firmino Barbosa de Oliveira,33000000.0,83,100.97142857142858,Roberto Firmino Barbosa de Oliveira
37,Santiago Cazorla González,19500000.0,83,94.52499999999999,Santiago Cazorla González
38,Willian Borges da Silva,31500000.0,84,74.99411764705881,Willian Borges da Silva
39,Àngel Rangel Zaragoza,1600000.0,74,93.73333333333333,Àngel Rangel Zaragoza
40,A. Cresswell,7000000.0,76,70.00769230769232,A. Cresswell
41,A. Lennon,8500000.0,77,66.32727272727273,A. Lennon
42,A. Ramsey,25500000.0,82,55.67826086956522,A. Ramsey
43,A. Doucouré,12000000.0,78,51.489999999999995,A. Doucouré
44,A. Hernández,7500000.0,75,23.75,A. Hernández
45,A. Clayton,5000000.0,74,111.09411764705882,A. Clayton
46,A. Federici,2300000.0,73,47.5,A. Federici
47,A. Forshaw,3700000.0,72,85.38823529411765,A. Forshaw
48,A. Lallana,25000000.0,83,107.38064516129032,A. Lallana
49,A. Smith,4100000.0,73,130.25555555555556,A. Smith
50,A. Smith,475000.0,64,130.25555555555556,A. Smith
51,A. Diomande,1200000.0,69,46.46363636363636,A. Diomande
52,A. Traoré,2600000.0,72,81.2074074074074,A. Traoré
53,A. Traoré,3400000.0,71,81.2074074074074,A. Traoré
54,A. Lookman,975000.0,64,43.225,A. Lookman
55,A. Januzaj,12500000.0,77,56.24,A. Januzaj
56,A. Mariappa,2200000.0,72,135.71428571428572,A. Mariappa
57,A. Elmohamady,2400000.0,72,102.48484848484848,A. Elmohamady
58,A. Musa,9000000.0,75,55.91428571428572,A. Musa
59,A. O'Neill,925000.0,64,17.73333333333333,A. O'Neill
60,A. Maitland-Niles,1200000.0,66,38.0,A. Maitland-Niles
61,A. Adomah,5500000.0,74,127.29999999999998,A. Adomah
62,A. Kolarov,8000000.0,79,99.32413793103449,A. Kolarov
63,A. Iwobi,9500000.0,74,56.12307692307692,A. Iwobi
64,A. Oxlade-Chamberlain,20000000.0,80,79.53793103448275,A. Oxlade-Chamberlain
65,A. Sánchez,67500000.0,89,149.9,A. Sánchez
66,A. Mawson,6000000.0,73,78.11111111111111,A. Mawson
67,A. N'Diaye,10000000.0,78,87.14666666666668,A. N'Diaye
68,A. Nyom,6500000.0,77,110.19999999999997,A. Nyom
69,A. Gray,11000000.0,77,28.618750000000002,A. Gray
70,A. Ranocchia,6000000.0,76,120.64999999999999,A. Ranocchia
71,A. Robertson,8000000.0,75,109.62424242424241,A. Robertson
72,A. Surman,6000000.0,75,66.5,A. Surman
73,A. Townsend,12500000.0,78,169.41666666666666,A. Townsend
74,A. Ayew,13000000.0,79,69.312,A. Ayew
75,A. Carroll,10500000.0,78,61.64444444444444,A. Carroll
76,A. King,3100000.0,72,82.6086956521739,A. King
77,A. Gomes,975000.0,64,0.0,A. Gomes
78,A. Ogbonna,10000000.0,79,87.58999999999999,A. Ogbonna
79,A. Martial,33000000.0,82,72.50399999999999,A. Martial
80,A. Valencia,17000000.0,83,128.25,A. Valencia
81,A. Koné,3500000.0,74,0.0,A. Koné
82,A. Masuaku,7500000.0,75,154.04615384615386,A. Masuaku
83,A. Boruc,600000.0,77,25.731428571428573,A. Boruc
84,A. Barnes,6000000.0,74,52.65714285714285,A. Barnes
85,A. Fletcher,1300000.0,67,-0.7124999999999996,A. Fletcher
86,A. Westwood,4500000.0,73,20.68888888888889,A. Westwood
87,A. Williams,12500000.0,82,74.73333333333333,A. Williams
88,A. Young,4400000.0,75,115.89999999999999,A. Young
89,A. Begović,14000000.0,82,-152.0,A. Begović
90,A. Tuanzebe,6000000.0,73,75.04999999999998,A. Tuanzebe
91,B. Cargill,850000.0,65,38.0,B. Cargill
92,B. Sako,3000000.0,72,55.37142857142857,B. Sako
93,B. Chilwell,2800000.0,70,136.16666666666666,B. Chilwell
94,B. Davies,13000000.0,79,106.4,B. Davies
95,B. Davies,650000.0,64,106.4,B. Davies
96,B. Davies,50000.0,64,106.4,B. Davies
97,B. Foster,6000000.0,80,34.9,B. Foster
98,B. Gibson,7000000.0,74,68.3,B. Gibson
99,B. Mee,10000000.0,78,91.08823529411765,B. Mee
100,B. Watson,3800000.0,74,17.099999999999998,B. Watson
101,B. Woodburn,1100000.0,65,26.6,B. Woodburn
102,B. Afobe,7500000.0,74,27.94838709677419,B. Afobe
103,B. Espinosa,7500000.0,76,84.98181818181816,B. Espinosa
104,B. Jones,1700000.0,71,111.60740740740741,B. Jones
105,B. Guzan,3200000.0,74,42.559999999999995,B. Guzan
106,B. Smith,700000.0,65,46.36,B. Smith
107,B. Mason,1200000.0,66,49.39999999999999,B. Mason
108,B. Ivanović,9000000.0,82,62.26153846153846,B. Ivanović
109,B. Galloway,1300000.0,68,114.0,B. Galloway
110,B. Martins Indi,13500000.0,79,88.48571428571428,B. Martins Indi
111,B. Oviedo,2600000.0,72,137.51250000000002,B. Oviedo
112,C. Wilson,8500000.0,75,39.9,C. Wilson
113,C. Chambers,9000000.0,75,117.95199999999998,C. Chambers
114,C. Jenkinson,4000000.0,73,190.0,C. Jenkinson
115,C. Adam,4800000.0,74,72.83333333333333,C. Adam
116,C. Austin,11000000.0,78,88.92,C. Austin
117,C. Daniels,4800000.0,75,128.64117647058825,C. Daniels
118,C. Kouyaté,8500000.0,77,131.28387096774193,C. Kouyaté
119,C. Brunt,5000000.0,75,111.42580645161291,C. Brunt
120,C. Smalling,17000000.0,81,45.6,C. Smalling
121,C. Benteke,18000000.0,80,23.855555555555558,C. Benteke
122,C. Eriksen,65000000.0,87,151.15555555555554,C. Eriksen
123,C. Fuchs,5000000.0,76,144.4,C. Fuchs
124,C. Kabasele,6500000.0,75,62.225,C. Kabasele
125,C. Bravo,9000000.0,82,30.227272727272727,C. Bravo
126,C. Bravo,190000.0,58,30.227272727272727,C. Bravo
127,C. Yacob,10000000.0,79,115.84242424242423,C. Yacob
128,C. Wickham,4100000.0,72,28.974999999999998,C. Wickham
129,C. Pantilimon,4900000.0,76,-57.0,C. Pantilimon
130,C. Cathcart,3200000.0,73,61.813333333333325,C. Cathcart
131,C. Dawson,6000000.0,75,105.47567567567566,C. Dawson
132,C. Gardner,3700000.0,73,18.15555555555556,C. Gardner
133,C. Stuani,8500000.0,77,83.76521739130435,C. Stuani
134,C. Martina,2000000.0,71,110.6222222222222,C. Martina
135,C. Davies,5000000.0,77,135.04615384615383,C. Davies
136,D. Blind,13500000.0,80,143.24347826086955,D. Blind
137,D. Delaney,950000.0,73,55.85999999999999,D. Delaney
138,D. Agyei,1000000.0,64,-6.333333333333333,D. Agyei
139,D. Gosling,4100000.0,73,90.91851851851851,D. Gosling
140,D. Amartey,8000000.0,75,65.70833333333333,D. Amartey
141,D. Sturridge,23500000.0,82,26.03,D. Sturridge
142,D. Drinkwater,14000000.0,79,100.24137931034483,D. Drinkwater
143,D. Rose,21000000.0,82,159.1777777777778,D. Rose
144,D. Rose,525000.0,65,159.1777777777778,D. Rose
145,D. Rose,775000.0,65,159.1777777777778,D. Rose
146,D. Simpson,4800000.0,75,82.51428571428572,D. Simpson
147,D. Welbeck,17500000.0,80,41.800000000000004,D. Welbeck
148,D. Fletcher,4500000.0,76,76.5,D. Fletcher
149,D. Randolph,2600000.0,73,7.254545454545453,D. Randolph
150,D. Gibson,3800000.0,73,45.916666666666664,D. Gibson
151,D. Janmaat,7500000.0,77,76.56296296296296,D. Janmaat
152,D. Jones,1300000.0,70,72.20000000000002,D. Jones
